,track_id,track_name,artists,track_genre,popularity,valence,energy,mood
20202,0pyYnrVaTozvWUMpYHHqPB,Remedy,Precision Productions;Machel Montano,dancehall,27,0.686,0.897,happy
20203,4UwFt2zfxXT1QH8TEkQHh1,No Puedo Creer,Filip Mota,dancehall,27,0.743,0.712,happy
20204,0t4Cj30e0YENYFhZ3ED7kG,Fally Ranking,Johnny Osbourne,"dancehall, dub",28,0.96,0.692,happy
20205,2irfIx2VfpK4VpdPDeUaKP,You Lord,Rygin King,"dancehall, j-dance",25,0.354,0.616,angry
20206,3MvBJsVTKoA3ANpQsuz6nd,Therapy,Rygin King,"dancehall, j-dance",26,0.432,0.714,angry
20207,0jValXrMKM6Fk59NaVIzFx,Dem Bow,Shabba Ranks,dancehall,27,0.96,0.929,happy
20208,3dqY88ut6zqT1w2AgYkbQ9,I Feel so Good,Shamanes Crew,dancehall,28,0.707,0.751,happy
20209,4rkGL9yXFXHMIGRE0nqUfc,Hard Knock (Who Call MOCA),Ai Milly,dancehall,26,0.545,0.718,happy
20210,6eg9xJw40TZ0eHILd9F0ui,Dem Mad,Frisco Kid,dancehall,0,0.85,0.985,happy
20211,7m4AAuyXQRx20YGNtzMS4P,No Weakness,Hety and Zambo,dancehall,26,0.852,0.85,happy
20212,0UpVMQC5OhiHM1pnV1BY39,Haffla avenyn,Medina,dancehall,28,0.945,0.83,happy
20213,6U9jxxdQ6TNzjshIpwWMTf,Ma Lo,Tiwa Savage;Wizkid;Spellz,dancehall,53,0.653,0.721,happy
20214,2RCf3uUVix6XzRU0Z8quJs,For Life,Runtown,dancehall,48,0.844,0.671,happy
20215,5PRGmpPJzsrOXijZdXalVK,TOP MAMA,SPINALL;Reekado Banks;Phyno;Ntosh Gazi,dancehall,47,0.462,0.641,angry
20216,765zfCJsXtDDPInx1smYLo,Real Man,Korede Bello,dancehall,55,0.886,0.818,happy
20217,1V9xax1XoP0YpVp941UHJt,I'm In Love,Patoranking,dancehall,42,0.605,0.833,happy
20218,47MwPx7nbFUD5IGVhL38Zr,Whap Whap (feat. F.S.),Skillibeng;F.S.,"dancehall, j-dance",58,0.59,0.78,happy
20219,3c2NDb6yMNkBIKTnvvGhcc,Let Me Know (Acoustic),Konshens,dancehall,33,0.415,0.294,sad
20220,6BnKiK0FwqJoqCdVKh442g,Love You Die (feat. Diamond Platnumz),Patoranking;Diamond Platnumz,dancehall,44,0.771,0.699,happy
20221,3dMRil39iTtAD8wLV46W8V,Scorched Earth,Vybz Kartel,"dancehall, j-dance",25,0.512,0.739,happy
20222,7862flGk6U3tiWs2m2aUzH,Bank On It,Burna Boy,dancehall,52,0.472,0.388,sad
20223,67bOItGZHSECTH9LffxpUm,Personal Baby,Mr Eazi,dancehall,54,0.45,0.456,sad
20224,1HG9yS1bhOSsrUoHdUEnbW,Timoti,Fireboy DML,dancehall,53,0.806,0.665,happy
20225,07HLI4s97hx2FmCJsJ20hw,"Daily Duppy, Part 1",NSG,dancehall,53,0.518,0.554,happy
20226,0Eq1YipYrFdRzPKT8y7iOC,Love Like This (feat. Fireboy DML),Lil Kesh;Fireboy DML,dancehall,49,0.41,0.736,angry
20227,5MAScTGPHzWAeivPjpATa9,"My Woman, My Everything (feat. Wandecoal)",Patoranking;Wande Coal,dancehall,53,0.625,0.845,happy
20228,5lAOltJO0aw2FUP5Use4cD,Baby I'm Jealous,Mr Eazi;emPawa Africa;King Promise,dancehall,51,0.526,0.442,calm
20229,2oXjgBJ7bgSdCZBXlGrVoU,Vit Fè,SIKEM,dancehall,26,0.738,0.499,calm
20230,0QH9airTBgNMzLQOsozlYy,Whine Up Your Body,Bunji Garlin,dancehall,26,0.851,0.936,happy
20231,4kS2aOd7ic0gGccOWss1JV,Agarra Mi Mano,Sean Paul,dancehall,60,0.372,0.651,angry
20232,1qRlmoXN7LVqMEDJMf5z1g,Murda,Seyi Shay;Patoranking;Shadrach Adeboye,dancehall,4,0.863,0.841,happy
20233,3rlifdORN3A2gwnYhAHnFA,Sloow Down,Vipa Music;Kenyaman,"dancehall, j-dance",26,0.148,0.365,sad
20234,2xXRKDCqZYmbbwwIUerigW,Wetin Man Go Do,Burna Boy,dancehall,52,0.87,0.787,happy
20235,2lQAkQe92vcfd65JZwQAX7,Top Ghur,Ai Milly;DethWrld,dancehall,26,0.604,0.592,happy
20236,2dvTryS7kiS33cKU4Z5pHS,Gunz och choklad,Dennis Doff,dancehall,27,0.846,0.799,happy
20237,0LelYcBXhfPOa6DMImYPmr,Potus,Squash,dancehall,26,0.831,0.739,happy
20238,6l6jcCNSooJHeajz0tSJNH,Numero Uno,Jahyanai;Meryl,dancehall,26,0.682,0.655,happy
20239,0d71fMsgonkhktoiNLwXil,Djur,Mwuana;Ozzy,dancehall,28,0.212,0.613,angry
20240,4RRJr505xbw6KLzgFH7fPB,Money Dance,Xyclone;Massive B;Bigg Skip,dancehall,26,0.825,0.748,happy
20241,5TWQdlONz7iZgxK6rfa8EB,Book Smart,Shaneil Muir,dancehall,25,0.515,0.444,calm
20242,03DOtUx03PRyx4nlNVGRgs,Earthquake,Sean Paul,dancehall,41,0.737,0.88,happy
20243,33ugkMRcGWHvTaBlBmcmqv,Bonita Peligrosa,EMCI FLOW,dancehall,25,0.644,0.635,happy
20244,7ADNtbp3gzo2eWivleowBy,Bad Man Time,DJ Bryan;Poplane;Kalash,dancehall,26,0.356,0.747,angry
20245,2UHWgqrB21T3H36f1lhyHA,Javivi,Almeyda,dancehall,27,0.744,0.764,happy
20246,4azBBQtY6WjTWeN2NlEl1c,Pa Abajo - Tic-Toc,Lion Bigmao;Miztah Killa,dancehall,26,0.79,0.937,happy
20247,5V2JJJwtnjiAvnhRI1s2Ku,Your Matter,Seyi Shay;Eugy;Efosa,dancehall,0,0.448,0.677,angry
20248,2cerDm5EbuTNJ68EIMtrF2,Monsters You Made (feat. Chris Martin),Burna Boy;Chris Martin,dancehall,45,0.355,0.646,angry
20249,3kFHcmwJmos2j0Bgavig7h,Ukku,Aidonia,dancehall,27,0.555,0.736,happy
20250,6cUrY5atM8kom3hSuUslzo,Murda,Seyi Shay;Patoranking;Shadrach Adeboye,dancehall,0,0.863,0.841,happy
20251,5agcKoxeacFr9xlsx6I3Lp,Zess In Peace,K Lion,dancehall,26,0.171,0.48,sad
20252,73pKdxpRGNIQYXzDGUw4oj,Murda,Seyi Shay;Patoranking;Shadrach Adeboye,dancehall,0,0.863,0.841,happy
20253,36SWGQA3FDa5lwHXQW2GyT,Fingrarna i luften,Labyrint;Amsie Brown,dancehall,28,0.871,0.844,happy
20254,6uPkafDS5iSjCzmrAqiMQK,CYAA LONELY,Chronic Law;ATTOMATIC RECORDS;HEMTON MUSIC,"dancehall, j-dance",26,0.44,0.649,angry
20255,3OwSATFLdAQ9TX8mMVQfyH,Like That,IQ,dancehall,25,0.35,0.649,angry
20256,1FfOEFNb8k7AAuwsudi3bp,Klimax - feat. Kaliffa,Medina;Kaliffa,dancehall,28,0.816,0.822,happy
20257,2maIfRJZY51Ls412KzKs6Z,Born Again,Mikey Spice,dancehall,27,0.619,0.392,calm
20258,5JHxnKw2iZ3Of9RDwsdN5H,When I Hold You Tonight,General Degree,dancehall,26,0.708,0.822,happy
20259,78RpJHtLl1B7fInF740oYP,Judgement Day,Tommy Lee Sparta;Chronic Law,"dancehall, j-dance",25,0.156,0.59,angry
20260,2r1H8jrtqXRIVDrQb9vSaO,NUH TELL ME NUTTH,Chronic Law;DANSKY RECORDS;ATTOMATIC RECORDS,"dancehall, j-dance",26,0.682,0.775,happy
20261,4GanJ5X4LQSXbTAQpbNIvQ,Rör mig sådär - Radio Edit,Odd Vibez,dancehall,26,0.722,0.589,happy
20262,5ipsq9FrLYv2qsnyTKwnEK,Dans ma ville,Ken Vybz,dancehall,27,0.23,0.562,angry
20263,7jrfqHvcRvJluOlCGJU54G,Blessed,Juls;Miraa May;Donae'o,dancehall,54,0.679,0.433,calm
20264,4GW2SIyvB5fy8xtK1eO8PS,Low,Larry Gaaga;Wizkid,dancehall,54,0.772,0.587,happy
20265,2isb6crrhgFJ3zxBFa5fXG,MAD,Sarz;WurlD,dancehall,47,0.285,0.707,angry
20266,6EnfbMj5Ui3jkIw8CDaYIW,Wi Deh Yah,Kranium,dancehall,55,0.563,0.725,happy
20267,5zD3d3m97Ferk4pgkUPEmb,Dark Room,Shane O,"dancehall, j-dance",51,0.418,0.612,angry
20268,2AGiN5z9F0PjWMudpmbMNv,Temperature,Sean Paul,dancehall,30,0.822,0.6,happy
20269,0WZv29OGhRABeryXBPMAV6,Ozumba Mbadiwe - Remix,Reekado Banks;Fireboy DML,dancehall,53,0.63,0.795,happy
20270,0AT08pe7CNV34sDKmTyh5b,Ravin',Charly Black;Sean Paul;Greeicy,"dancehall, j-dance",43,0.713,0.676,happy
20271,092PSCM3LlkiCatgTN0vrU,Oliver Twist,D'banj,dancehall,51,0.866,0.881,happy
20272,3qF8DcoQpQ1IXlMbTKHylP,Pull Up,Timaya;Burna Boy,dancehall,53,0.88,0.7,happy
20273,56HPoDykppj9LFa7FcElm6,The Road,Machel Montano;Ashanti,dancehall,39,0.734,0.927,happy
20274,5OHms4UOISfeoILcr9AGHi,Pempe,Sean Tizzle,dancehall,55,0.705,0.447,calm
20275,3WU2blK7YBcugEEU9CATvF,No Games,Serani,dancehall,64,0.806,0.79,happy
20276,0d3Af9Y7sK96ZCmh0On6d3,Wrath,Shane O;Countree Hype,"dancehall, j-dance",0,0.105,0.676,angry
20277,6Kh5thzbnEAGzgLFeiVRc4,All Out,Shane O,"dancehall, j-dance",0,0.321,0.705,angry
20278,3z8QwguZutA3deFJUxMeBX,Steamy,Popcaan;Jah Vinci,"dancehall, j-dance",27,0.627,0.689,happy
20279,7lE7ieF32OlXel0vwPclW9,Can't Satisfy Her,I Wayne,dancehall,27,0.774,0.656,happy
20280,3AEmB7kpytRpwNDiq4gCqv,Floating,Kraff Gad;Vibes Gong Productions,"dancehall, j-dance",25,0.52,0.749,happy
20281,7C86DVl6REN8VPeGEMOf9q,Get Busy,Sean Paul,dancehall,58,0.726,0.824,happy
20282,6rUQrLcM0TCdSSk55Q3BCN,Pretty Like a Rose,Jah Vinci,"dancehall, j-dance",25,0.248,0.363,sad
20283,1aoHxBiR8NAOMbgfioUN0V,Weed Problems,Chi Ching Ching;Sean Paul,"dancehall, j-dance",35,0.866,0.86,happy
20284,3gUQD6BF1RKWsWfboTZYuE,temptations,Omah Lay,dancehall,48,0.607,0.515,happy
20285,2Da3f0jtPP4V4wmc2OfSLM,My Story,Plumpy Boss,dancehall,26,0.547,0.706,happy
20286,1qwUNvaIVCoiPQVQKPNyd8,I'll Take You There,Vybz Kartel,"dancehall, j-dance",25,0.784,0.808,happy
20287,7MMUmuPiGgSl95eTLgBfNS,Ruption,Rygin King,"dancehall, j-dance",25,0.755,0.873,happy
20288,0P9zZphu19AiWmVgP0zJ12,Duppy Know Who Fi Frighten,Demarco,"dancehall, j-dance",26,0.945,0.824,happy
20289,6mAdcIFP25eb37HjkzglSh,Steady,Wizkid,dancehall,55,0.755,0.511,happy
20290,3j3OwFNE0gLkFMQQnrhlXD,Pose,Jey D;Lion Fiah;Eshconico;Gaby;Makrobeat,dancehall,26,0.252,0.587,angry
20291,2leY00DaWhRD708BGo7tSp,Sweet Wine,Collie Buddz,dancehall,26,0.751,0.736,happy
20292,4QTRYrMatX6MKlaeJ9WGJH,Kiki Weh,Vipa Music,"dancehall, j-dance",26,0.925,0.501,happy
20293,2ItcXDhy50UlwefhTADM2k,Rockefeller,Jahvillani;Countree Hype,"dancehall, j-dance",0,0.646,0.688,happy
20294,4N5y4c34CIyWv9sSASGxHY,De Mí para Tú,Almeyda;Energizer,dancehall,27,0.565,0.636,happy
20295,612KC3380LHjyVSwNKIfe7,DROGA,Goldn.B,dancehall,26,0.674,0.74,happy
20296,1Xs9iuEBZKS8RnqpFptfcC,We Need Love,Johnny Osbourne,"dancehall, dub",28,0.767,0.507,happy
20297,5llVHPmV6I8HJoudVFeDFU,Destiny,Squash;Lampshade Muzic,dancehall,26,0.617,0.568,happy
20298,2VhDQRvapFA5av8jhv2c9v,Warn Him - Raw,Vybz Kartel,"dancehall, j-dance",25,0.576,0.689,happy
20299,4LbEUmACVAFj8e0WrMUdlN,Rock Your Body,Burna Boy,dancehall,53,0.801,0.623,happy
20300,5vZxZr7qPgIV5zVVBMat6n,Don't Worry,Sanchez,dancehall,27,0.803,0.391,calm
20301,5xB7NlnDumLJyapQw32NQa,COLD HEART,Chronic Law;DANSKY RECORDS,"dancehall, j-dance",26,0.614,0.545,happy
20302,4lrENzyaCt5t4XqozbifKj,Consistency,Dexta Daps,dancehall,26,0.842,0.788,happy
20303,5fqwMwFjtp7vkqCHTyVU2J,Bubble Up,Wayne Jarrett,"dancehall, dub",27,0.553,0.4,calm
20304,5uQhu1FZsno6WKEW55Q6qW,Glock - Raw,Chronic Law;Ireland Boss,"dancehall, j-dance",26,0.231,0.523,angry
20305,3851T2MrkvNYavq1jnkq02,Mi Remember,Vybz Kartel,"dancehall, j-dance",25,0.166,0.678,angry
20306,50zGqSUqaSWSSDaIgBvUz2,When You're Gone,Ce'Cile,dancehall,26,0.875,0.573,happy
20307,7BeG6ZN9NHfsp5UFMGgIo6,Still Living,Chronic Law,"dancehall, j-dance",26,0.4,0.601,angry
20308,46e0K8NVojDxaScX7YUVRR,Belleza Exótica,Shamanes Crew,dancehall,27,0.591,0.726,happy
20309,1yvr3ry70jWh1reFF70nfU,Juntos (feat. La Combo Tortuga),Shamanes Crew;La Combo Tortuga,dancehall,27,0.804,0.826,happy
20310,40PHkeiMhlAVrgkhBcyYVS,Hasta La Mañana,Shamanes Crew,dancehall,27,0.532,0.79,happy
20311,0LyRYmgwJqYdk4yHHJ6aPH,Sin Dudarlo,Shamanes Crew;Zaturno,dancehall,27,0.813,0.873,happy
20312,52Ove4ydQ1pidBTMe2cMZ1,Below The Waist,Queen Ifrica,dancehall,26,0.347,0.667,angry
20313,7nT9lGk3bf5rvnVbzPIE3N,Love & Reggae,Collie Buddz,dancehall,58,0.628,0.576,happy
20314,66iI77cgWBEdGichkndWJe,Jump On It,Sean Paul,dancehall,35,0.784,0.691,happy
20315,6gkepFIH72ZdSIAjtvS7ZV,A Vibe (feat. Wiz Khalifa),Protoje;Wiz Khalifa,dancehall,47,0.467,0.683,angry
20316,1tDf8B65kTrz87w5RJmgXG,Hate Me,Olamide;Wande Coal,dancehall,50,0.358,0.832,angry
20317,6cL6HzoCFKrW1WiDkmuPsW,Enemy Line,Mavado,"dancehall, j-dance",25,0.686,0.694,happy
20318,24kLQBF5CBJyr0x06lRpiy,Take Control,DJ Battle;Jahyanai;Bamby;Mr Eazi,dancehall,46,0.508,0.72,happy
20319,7F1FBu1Xy1DWKGTMxpyIho,Only God Can Judge Me,NSG;MIST,dancehall,52,0.427,0.674,angry
20320,2KyeRuRvBxIzmUHM7ETkOf,Tempted to Touch,Rupee,dancehall,56,0.961,0.578,happy
20321,3FEc6z5Q5mgeZtbeBDNEEy,African Queen,2Baba,dancehall,44,0.838,0.777,happy
20322,7uksEhi17NeOS5uNyVRggG,Bang Bang,Malie Donn,dancehall,25,0.455,0.541,angry
20323,7gReWQ16Qs5gtAkytHEKB8,Don Dada,Timaya,dancehall,46,0.758,0.738,happy
20324,3UELC9ZzjGdWD5lxzNjzdp,Nah Tell Dem,Sanjin;Walshy Fire;Salvatore Ganacci,dancehall,40,0.713,0.909,happy
20325,7xcuZ6it2nDqVUh0B29znm,Rise Up,K Lion,dancehall,25,0.329,0.611,angry
20326,1MfvnCnhKwAuiYE3ILKzQj,Most Wanted,Alkaline,"dancehall, j-dance",26,0.815,0.828,happy
20327,3GlniCHKF0yjuQBMuYPfrG,EVERY GYAL A MY GYAL,Vybz Kartel,"dancehall, j-dance",25,0.883,0.754,happy
20328,7hbhmhoXKwrRMbXZ194lS1,Gun Bag,G-Terra;Solgie Rokcstone,"dancehall, j-dance",29,0.357,0.8,angry
20329,1WzCLRlR2dCMwIFvf5IIOz,Falla We,T.O.K.,dancehall,25,0.66,0.741,happy
20330,5Ky8pIlNDaSQtxfY45dqMw,Non Living Thing (feat. Oxlade),Sarkodie;Oxlade,dancehall,52,0.689,0.715,happy
20331,73vBHepDFkAXufkyhR9r0O,motivation,Vipa Music;Kenyaman,"dancehall, j-dance",25,0.602,0.558,happy
20332,79Km41FyeeQsT3l1Lik4lM,Pleasure [Fuck Again],Kyodi,"dancehall, j-dance",25,0.45,0.706,angry
20333,6mtcicUT52CuOv4AAeE7Mm,Trick,YK Kastro,"dancehall, j-dance",26,0.233,0.495,sad
20334,1OeIOJsZiCpfHdtyfclTID,Off Guard,Silk Boss;Shabdon Records,dancehall,25,0.536,0.71,happy
20335,4dgmGHatMrnAG0RZXym803,Sickhead Sickhead,Vybz Kartel,"dancehall, j-dance",25,0.541,0.811,happy
20336,7pG2mohladBSpE6CqxFik5,Johnny,Yemi Alade,dancehall,53,0.875,0.842,happy
20337,7pVW0e72kVNeb6HtVz4sAu,Weh Dem A Do,Mavado,"dancehall, j-dance",25,0.15,0.883,angry
20338,6dFOwtd9iBMERardJvsIxY,She's Royal,Tarrus Riley,dancehall,58,0.829,0.459,calm
20339,2IOuVaLf8rrpMYZKc0Pt5l,Cartoon Character,General Degree,dancehall,25,0.653,0.728,happy
20340,3CaGWbm0kGdUaGVTZm8nB2,Defend Your Own (feat. Krayzie Bone),Collie Buddz;Krayzie Bone,dancehall,26,0.561,0.783,happy
20341,1iAaK80rZjiymuwNjz9Yaz,Backshot,Spragga Benz;Lady Saw;Rookie Production,dancehall,25,0.558,0.709,happy
20342,1lr9eOO2uWRbac20iZNwxb,Auf Wiedersehen - Recorded at Spotify Studios Stockholm,Cherrie,dancehall,29,0.555,0.595,happy
20343,0Ckt5EkSTqAW65ddr1HftD,Nån som e nån,Kaliffa,dancehall,27,0.687,0.613,happy
20344,3JTKA1ccm6yGyqCV7AYlaT,Bad Gyal,Medz Boss,dancehall,26,0.52,0.805,happy
20345,5KOlMYgDf1VtRafA4LzjJ6,Officiella kampanjlåten,Labyrint,dancehall,28,0.625,0.805,happy
20346,0HeGFS3GMuBufoeLr5C9Hz,1990,Kaliffa,dancehall,27,0.636,0.87,happy
20347,6VFSfGuz7UAIRjzxnbalFJ,Work - Mo Bible,Poplane,dancehall,26,0.715,0.784,happy
20348,3QuH98etXysoPyuRqrAUms,Mother in Law,Vybz Kartel,"dancehall, j-dance",25,0.575,0.829,happy
20349,64GiAzZ9JmoBfDxmDTAkBW,Kill Dem,Vybz Kartel,"dancehall, j-dance",25,0.472,0.707,angry
20350,2vazK0ONdtJkSS1NlG17iB,Prende Tu Fuego,Elemental Raggamuffin;Manes del asis;Original Jahsman,dancehall,26,0.654,0.668,happy
20351,0vnDFdVlcFnuv5FIUUHvaY,Mr Raggamuffin,Elemental Raggamuffin,dancehall,26,0.643,0.794,happy
20352,0hBoSLU2bvScgEA8JAAiyQ,Strange,Papa San,dancehall,27,0.541,0.63,happy
20353,2Kamc2tkG8WXlEmFRkgZVQ,Ingen annan,Kaliffa,dancehall,27,0.381,0.715,angry
20354,79btcnDnSHl3GUg2uoC4ZR,Confiné,Ken Vybz,dancehall,26,0.725,0.75,happy
20355,74NX2vnOilxX2PJ9k0msoJ,Waïné waïné,PAPA TANK,dancehall,25,0.965,0.809,happy
20356,4xJ8TUScW55BhujkOWLLdN,Fire Pon A Deadas,Bushman,dancehall,27,0.778,0.589,happy
20357,7MZmJSdPF9gy5nQsHjUMuB,London Drill,Intence;Countree Hype,"dancehall, j-dance",0,0.722,0.749,happy
20358,7n6FiTKMPLDZNjvmhVuxSu,Maddest Life,Rygin King,"dancehall, j-dance",25,0.36,0.62,angry
20359,1hZHoqfoput2nvxm51Qbfj,Sweetest Ride,Lady Saw,dancehall,25,0.434,0.573,angry
20360,0PfO9J5WWNk0w4hX5pCL25,Good For The World,General Knas;Sizzla,dancehall,26,0.771,0.676,happy
20361,0ACw7rdJl9O8XGKKijCAik,Which Hairstyle (Model),Vybz Kartel;Arif Cooper,"dancehall, j-dance",24,0.642,0.833,happy
20362,1GWvuhNvEbsRqMTt7FgK0s,These Streets,Tanya Stephens,dancehall,25,0.546,0.603,happy
20363,0dDs144SVansAFynvKYQMW,Our Time Is Now,Gojira,"death-metal, french, groove",60,0.4,0.949,angry
20364,0TN3CFZuYzAWQCV9N3pVPN,Soldier of Fortune,Opeth,"death-metal, metal, swedish",52,0.183,0.385,sad
20365,4Ku3OOZWR4tpKNCVFXILY8,You Only Live Once,Suicide Silence,"death-metal, metalcore",60,0.213,0.953,angry
20366,69Yia3qCLw6N9U80WhLwLn,Voice of the Soul,Death,death-metal,58,0.347,0.572,angry
20367,6V3Hz3zyg5I3TqxZPIR4kL,In The Air 2nite,In Element,death-metal,43,0.446,0.71,angry
20368,1GWtUkDQk7XC35r7kTPfqx,Amazonia,Gojira,"death-metal, french, groove",59,0.513,0.954,happy
20369,3WB0vRk7rbcT5ZCySPFtEa,Fear Is The Virus,In Element,death-metal,39,0.123,0.84,angry
20370,4fiOTntQKr24p07FvQDHZE,Raining Blood,Slayer,"death-metal, metal",65,0.0363,0.995,angry
20371,5ohfpKB5tt275f4Y4lQ9F7,Angel Of Death,Slayer,"death-metal, hard-rock, metal",60,0.092,0.995,angry
20372,05lem7bHWxyo98HOwPmils,Hope Leaves,Opeth,"death-metal, swedish",49,0.122,0.48,sad
20373,3WtsQAngIkmcNeqVeK3fXQ,In My Time of Need,Opeth,"death-metal, metal, swedish",53,0.187,0.604,angry
20374,5OjCsHeByDYEGxMrb1z8KQ,Flying Whales,Gojira,"death-metal, french, groove, metal",61,0.2,0.925,angry
20375,4pFC6tuWErxbO61oFFq3BQ,Hammer Smashed Face,Cannibal Corpse,death-metal,59,0.368,0.98,angry
20376,5qEZvemAAeZ8E9KmyyGaLe,The Jester's Dance,In Flames,"death-metal, goth, swedish",58,0.46,0.872,angry
20377,4uJSCrI7r0usNJ3aaHAuC6,Windowpane,Opeth,"death-metal, metal, swedish",55,0.322,0.553,angry
20378,3U9gogDStAfWxSm91PJuxb,South Of Heaven,Slayer,"death-metal, hard-rock, metal",64,0.0395,0.991,angry
20379,4E6wpXABj8XosZEPXZz2OK,Bleed,Meshuggah,"death-metal, groove, metal",60,0.18,0.998,angry
20380,60fUDmIWuKhngaeBIVhqIV,Stranded,Gojira,"death-metal, french, groove, metal",65,0.495,0.88,angry
20381,6JGgZq7gwoW8TxMZOQCqSk,Elang,Burgerkill;Ahmad Dhani,"death-metal, hard-rock, hardcore",37,0.475,0.819,angry
20382,2m969oKJosezpYmcnWnKBB,You'll Die Alone,Eulogy,death-metal,34,0.377,0.697,angry
20383,2XAXdBTkoCfXa3etTIcV63,Cross to Bare,Eulogy,death-metal,34,0.406,0.888,angry
20384,5uunXHE4kIW6uS4HWAXaOQ,Silvera,Gojira,"death-metal, french, groove, metal",62,0.242,0.959,angry
20385,3aydymkx0i4BEW3gDT3rig,Blood Red Skies,Eulogy,death-metal,34,0.409,0.95,angry
20386,5u3l2TONYacJgmRPQVaF9y,Twilight Of The Thunder God,Amon Amarth,"death-metal, swedish",63,0.278,0.92,angry
20387,4vEmfvLSpk5KmVIM6jqae1,Unholy Masturbation (Bonus Remastered),Goretrade,death-metal,37,0.467,0.974,angry
20388,2T2vudIHfVMA5ychWTU3KA,Are You Dead Yet?,Children Of Bodom,"death-metal, metal",62,0.416,0.961,angry
20389,2jmZTz7ZvG9BzkgdB2bpZb,Tanah Air Beta,Noxa,"death-metal, hardcore",33,0.723,0.959,happy
20390,2EPzkz5PWXywX20xUArbyx,Symbolic,Death,"death-metal, metal",0,0.127,0.982,angry
20391,68hvpu2SvGM6kkjytKtVwv,Aku Adalah Tuhan,Beside,death-metal,37,0.382,0.914,angry
20392,3id3xUGMCC2KZ1dy5puXP7,Human Butchery (Bonus Remastered),Goretrade,death-metal,35,0.263,0.983,angry
20393,6wbbbTyX0vqVN85ZwiRIm3,Atur Aku,Burgerkill,"death-metal, hard-rock, hardcore",36,0.244,0.98,angry
20394,38WfhMbryO14J00gi97rfP,Integral,Burgerkill,"death-metal, hardcore",35,0.129,0.968,angry
20395,5uiBmCd6b6PhQPUl4KEOwZ,Turned Inside Out,Obituary,"death-metal, groove",0,0.0496,0.982,angry
20396,7EqkvBTdhYPTd91mN2DmcA,Burden,Opeth,death-metal,49,0.184,0.631,angry
20397,6JgPcn0TykucVGkUg7a2NW,They Were Ignored,Goretrade,death-metal,35,0.154,0.994,angry
20398,5op4dOCfAiYDMgmOATf2Lo,Electric Crown,Testament,"death-metal, groove, hard-rock, metal",0,0.546,0.905,happy
20399,2gG1YLJfNnuPW8AYNUsaM4,Final Breath,The Browning,"death-metal, metalcore, trance",0,0.171,0.946,angry
20400,1agtaCOcYInQgk6JQkrSag,The Devil's Orchard,Opeth,"death-metal, metal, swedish",0,0.278,0.645,angry
20401,579dIsL1u8C60C4o1BD5Bp,Hail Mary,Testament,"death-metal, groove, hard-rock, metal",0,0.529,0.935,happy
20402,3Xs5JQvb61FJvyliOwdVge,Dios Nos Agarre Confesados,Transmetal,death-metal,34,0.333,0.927,angry
20403,0vjTp23Jg2cAZSq9x5GlxK,El Infierno de Dante,Transmetal,"death-metal, metal",38,0.114,0.965,angry
20404,0dpFb4qv92TE9R00Lq4SAW,Symbolic,Death,death-metal,53,0.127,0.982,angry
20405,6ursmCnbc9oDRGa2yHKkoZ,Roots Bloody Roots,Sepultura,"death-metal, groove",62,0.261,0.874,angry
20406,2y2ePmhzeawxdgzODNvpCD,Demolisher,Slaughter to Prevail,"death-metal, metalcore",60,0.0659,0.991,angry
20407,7iMQChXFK33TS49QWhE4tt,The art of dying,Gojira,"death-metal, french, groove",57,0.114,0.83,angry
20408,5ey5UuZfhmeUV8iOQKXihS,Everytime I Die,Children Of Bodom,death-metal,47,0.336,0.912,angry
20409,3BI1nr32dmrPTTMmywXZZp,Baba Yaga,Slaughter to Prevail,"death-metal, metalcore",57,0.278,0.966,angry
20410,09vdbE9riiqUAnS8RNSZ0z,Behind the Crowd,Bodysnatcher,"death-metal, hardcore",48,0.357,0.917,angry
20411,7LG0FEpKoKvHCv1S6FUrBY,1984,Slaughter to Prevail,"death-metal, metalcore",60,0.204,0.993,angry
20412,6egRwYsMJ8DVJQAKOjHWou,Wave of Death,Municipal Waste,death-metal,62,0.481,0.99,angry
20413,1KmeyQfVjX1odybN9aEfWt,Inis Mona,Eluveitie,death-metal,54,0.276,0.991,angry
20414,3qxreRdZghI4Rb7Ry8KCJz,Betrayer,THOUSAND EYES,death-metal,32,0.154,0.996,angry
20415,0vTEksNDRuJxDMLOOgn0fA,The Call of the Mountains,Eluveitie,"death-metal, power-pop",55,0.196,0.884,angry
20416,0JBQnLKfLXmlkquabLtAgd,Only for the Weak,In Flames,"death-metal, goth",63,0.549,0.835,happy
20417,3pKsUMqpVr4ZJ13Mm91Xig,Down for Life,Testament,"death-metal, groove",60,0.352,0.955,angry
20418,2t1G0rDxUY9zjML3f5mObb,I Am Above,In Flames,"death-metal, goth",58,0.172,0.977,angry
20419,4B8aMSI3d7IOgAFHwkrp4o,A Rose for Epona,Eluveitie,death-metal,51,0.157,0.969,angry
20420,2pZsQqXFgcY03vRyZxSQhU,The Heaviest Matter of the Universe,Gojira,"death-metal, french, groove",58,0.243,0.97,angry
20421,20k4IdK8MCb9HKTT8r18CQ,Corvid,Eulogy,death-metal,34,0.523,0.918,happy
20422,2KvCLvH4Z749CQOgGSDKpl,In Your Face,Children Of Bodom,death-metal,51,0.294,0.988,angry
20423,4PWxt9Fy949kUtkEi2GI5V,L'enfant sauvage,Gojira,"death-metal, french, groove",58,0.079,0.995,angry
