,track_id,track_name,artists,track_genre,popularity,tfidf_input
17328,2oNi4O3WWrHCotRoyc2Vd9,Ok?,Jim Florentine,comedy,21,comedy calm slow emerging
17329,3rRXB1oDHJWQgYIQRSEITl,Dicks Pt II (Real Dad),Big Jay Oakerson,comedy,20,comedy angry slow emerging
17330,7IczW3b0Y26Dez2SCHdnU3,Liquored Up,Tom Cotter,comedy,21,comedy happy medium emerging
17331,7xan7fT5Y0Sqhv6ZtOgB3r,Single Now,Darryl Lenox,comedy,21,comedy calm medium emerging
17332,6KxbHBskjC5Kdc5MPYSsOQ,BACK UP (He's the Man),1 Trait Danger,comedy,21,comedy happy fast emerging
17333,1aUlki7keiQJBpKMmKvvQF,The Chicken (Jfl 2003),Lee Mack,comedy,22,comedy angry fast emerging
17334,6PeE8NPRChcOGkmPqpuTY9,Potheads,Willie Barcena,comedy,21,comedy angry medium emerging
17335,7vEF7OrChbeZg7ZAXwnAZT,Public Restroom Attendant,Ryan Sickler,comedy,20,comedy angry medium emerging
17336,4XWzQuoWQMgAnCcsGUC05v,School Football,Gary Gulman,comedy,20,comedy sad slow emerging
17337,1vgybxNdBbmFyJE9fIh9bk,Cougar Sex,Mike Epps,comedy,22,comedy angry medium emerging
17338,2SBucbrs8ZLrEp3eU3LpLq,Dating Businesses,Tom Papa,comedy,20,comedy angry medium emerging
17339,6NQh336aUZeqN8lFRhBT4d,Fighting with Women / Just Don't,Whitney Cummings,comedy,20,comedy happy medium emerging
17340,3zdxcZaSWX6E9okiwH48SR,All I Ask (Is You Love Me),Martin Short,comedy,21,comedy happy medium emerging
17341,3OOMdy6hHgG8XdjdJbAJn0,The Squirley Coke Eyes,Jesse Joyce,comedy,20,comedy angry slow emerging
17342,1UeXfaYT5DmGeGLjQYNiUp,One Ball,Robert Schimmel,comedy,20,comedy angry medium emerging
17343,3yINFPH0xYyZTa1VgCNfZW,A Couples Colonic?!,David Cross,comedy,21,comedy sad slow emerging
17344,3gCow747SAy2dp4lyR1vzb,Parenthood Perks (Jfl 2007),Michael McIntyre,comedy,21,comedy angry medium emerging
17345,785qOkn2zPlbtUt5djGcK5,Wwf,Anjelah Johnson,comedy,21,comedy angry medium emerging
17346,1MRolQXHIxHJ2noH9GIf0K,Siegfried and Roy,Robert Schimmel,comedy,20,comedy angry medium emerging
17347,5UitqjYzoGwnCza0xqLJck,Knutsford Services,Rhod Gilbert,comedy,21,comedy happy slow emerging
17348,4KEjTY4RIMTaDJ1I3B963I,One-Liners - Obesity Pill (Jfl 2001),Sean Lock,comedy,21,comedy angry slow emerging
17349,7hHGW0WuRj5XmIxsujuKX7,Pediatric Anesthesiologist,David Crowe,comedy,22,comedy happy slow emerging
17350,2FBqDs03UEzqv5ISXjatiI,Carlos - Live,Rodney Carrington,comedy,22,comedy angry slow emerging
17351,0AsvpslV90aXT9gcNXaLos,Menudo Menudo,Chingo Bling,comedy,23,comedy happy fast emerging
17352,5ulkH9yCHVSUWyHcH1ScwE,Fit Bit / Ambien,Kathleen Madigan,comedy,22,comedy angry medium emerging
17353,4nDXEFYiMTIr4cq3Ogoqud,Me Beer's Cut Off,Kevin Bloody Wilson,comedy,22,comedy happy medium emerging
17354,4UfICLNQEvWRTAmGD2Rmoa,Politics,Kathleen Madigan,comedy,21,comedy sad medium emerging
17355,7J89TgtQBjK2KBNOvX770t,Bacon / Skin Cancer,Kathleen Madigan,comedy,22,comedy happy medium emerging
17356,0aU0VUn8IlKRENDou5t5M3,Sunday Morning,Kevin Hart;Nick Jonas,comedy,36,comedy angry slow upcoming
17357,6ME9lVyEthFJ0QaTgKr1R0,Politics Don't Affect Me,Darryl Lenox,comedy,21,comedy angry slow emerging
17358,5oAwsapxW8kd3lJfIG7ZJ9,Amazon Prime,Louie Anderson,comedy,21,comedy angry slow emerging
17359,1fGq6F7qIqaJilw2KdK8i3,Old Joke Alert,Michael Colyar,comedy,21,comedy happy slow emerging
17360,7J6iVTfjkuKb8gMCiz9kqz,In Ya Neighborhood,Muck Sticky,comedy,21,comedy calm slow emerging
17361,2ETcpbMUonBWf7W9gwttid,Catholic & The Devil,Michael Colyar,comedy,21,comedy happy medium emerging
17362,5N6l51sD0KZKwAWJEo8dg2,Hentai,Pink Guy,comedy,39,comedy sad slow upcoming
17363,0xXVW9OsC9kM2Kyoz0BN7h,Self-Defense,Ian Edwards,comedy,21,comedy happy fast emerging
17364,3JSltrBE2Pe4lSDOtH5rwO,Logic,Ryan Stout,comedy,20,comedy angry medium emerging
17365,2g1rURb35m33hKPhwbSIh4,Oh Lord,Jay Pharoah,comedy,21,comedy calm medium emerging
17366,3sl9SBAFROVgEckjzYT68O,Uncle Ronny,Ryan Sickler,comedy,20,comedy angry medium emerging
17367,2SgUxBKd0BdwctY3Sv1GIN,Sleep on It,Eddie Della Siepe,comedy,21,comedy calm slow emerging
17368,1mQIWoPYCkGFoLpnBdhEFW,Booze,Nick Swardson,comedy,22,comedy angry slow emerging
17369,0ftfmwQJy0WlvGSHaY34ad,Cute Hobbit or Alcoholic Goblin,Ryan Belleville,comedy,20,comedy happy slow emerging
17370,6crBvAhPLI9cfGJkSPb2Ns,Night Clubs,Nick Swardson,comedy,21,comedy angry slow emerging
17371,71eYQO0dLbtRp2kBa78d8i,Stranded With Herpes,Ian Edwards,comedy,20,comedy sad slow emerging
17372,1MlmOUe89Q5YhuMRZgragu,The Fishin' Hole - Remastered 1993,Andy Griffith,comedy,44,comedy calm fast upcoming
17373,2sk9UAdAMp6jYy5EpR1DXt,Mall Therapist,Matt Braunger,comedy,20,comedy happy medium emerging
17374,6ByssxJElULfZc1ukJY96I,Mental Institution Scrabble,Artie Lange,comedy,21,comedy happy slow emerging
17375,3NhNQTl7zBjhGd3ZNnXQak,Something to Fall Back On,Ben Bailey,comedy,21,comedy angry medium emerging
17376,5syD7i4x8dN14yh3W7ppwf,The Bidet,"Joey ""CoCo"" Diaz",comedy,21,comedy happy slow emerging
17377,2BHJdQhHxZOWkNL8fioabA,Aaron Neville / R&B Music,Pablo Francisco,comedy,20,comedy angry medium emerging
17378,04lJ1iYv4oChx7JTnGl2e5,Online Dating,D.L. Hughley,comedy,20,comedy angry medium emerging
17379,1HdSFxhvOqxGy70hWDxuCs,You're One in 4 Billion,Andy Parsons,comedy,21,comedy angry fast emerging
17380,5e6MFr9RfALZ0YUqT28bko,Roaster Chicken (Redux),Jeff Allen,comedy,21,comedy angry slow emerging
17381,6He7HGAK721bVRUv3l6hwc,Good Enough for Now,"""Weird Al"" Yankovic",comedy,22,comedy calm medium emerging
17382,2vm9EfQ9FswsmY56YLASr8,Bad Luck At Zoos,Caroline Rhea,comedy,20,comedy happy slow emerging
17383,5xxv6lrGkr1UK672ihOx3O,Kobe,Ralphie May,comedy,21,comedy angry medium emerging
17384,04yn2aWfZ1FOYC6J4LE1tY,Tough Day to Be Black,Ralphie May,comedy,21,comedy angry medium emerging
17385,4sKqId5IFr8A4CjmdtG01f,More Of A Man,Rodney Carrington,comedy,21,comedy calm fast emerging
17386,6RQmlzig8pqorrfvEmGBXe,The Perfect Pint,The Lancashire Hotpots,comedy,22,comedy happy medium emerging
17387,4aWVEdNeNzQPReQdDWS84m,Half Marathon,Andy Hendrickson,comedy,21,comedy angry medium emerging
17388,6d4HsdKXATyNhwTENFFZeP,Andrew Jackson,Joe Zimmerman,comedy,20,comedy angry slow emerging
17389,56KrcJePC8P582pi0P2agY,In Defense of Millenials,Gary Gulman,comedy,20,comedy angry medium emerging
17390,5RcuQ6S2thR4oTsgHC4tIO,Such a Groovy Guy,"""Weird Al"" Yankovic",comedy,22,comedy happy fast emerging
17391,1677NUQ4igHznpg7NKJVJx,The Hudson River Challenge,Ben Bailey,comedy,21,comedy angry slow emerging
17392,0qpZUUYDG7ktccm9CaskmB,The Tako Incident,Christopher Titus,comedy,21,comedy angry medium emerging
17393,10vgYfu6HbEcD01laHbksB,"Go Away, Stop, Turn Around, Come Back",Steve Martin;Steep Canyon Rangers,comedy,21,comedy happy medium emerging
17394,3VMzMfceN5pb0pFBA3EQ5a,Latino Vote,George Lopez,comedy,20,comedy angry medium emerging
17395,4ACq9LqQ0cyovzz5nKTDyT,Sneaking Back Home - Live,Jeff Foxworthy,comedy,21,comedy happy fast emerging
17396,1u8T5EVNoIP7bxcn4ZMlsm,The Biggest Ball of Twine In Minnesota,"""Weird Al"" Yankovic",comedy,22,comedy happy medium emerging
17397,6Gv0rtHRVINGNWAR13tr1x,Someday (Reprise),Stephen Lynch;Rita Gardner,comedy,21,comedy sad slow emerging
17398,2PUWO11iqrgisht7dgTbvE,The Bike,George Lopez,comedy,20,comedy angry medium emerging
17399,3mzKvD4QkaVJc6AWRUMX9r,Vegas Ladies,Kathleen Madigan,comedy,21,comedy happy medium emerging
17400,1NshHftLkdJcrMnCNqQf3U,Matros I Skumsprøjt Med Stormvejr og Stiv Kuling I Ramsaltet Rum Sø,Hva Snakker Du Om?;Anders Matthesen;Bossy Bo,comedy,23,comedy calm medium emerging
17401,1rzsJZGhqKvGEbS5SnOZoc,Sarah Mclachlan / Sad Animals,Kathleen Madigan,comedy,21,comedy angry slow emerging
17402,1JGFhhbcEDikq0xxuAI0Mk,Drinking & Ireland,Kathleen Madigan,comedy,21,comedy angry medium emerging
17403,3nFwh8bSIFzeVOnKZKzacA,Kids In the Store,George Lopez,comedy,21,comedy angry slow emerging
17404,2zdOCexrUQTi2kEmTwOJfJ,Hello Edinburgh,Greg Proops,comedy,20,comedy angry medium emerging
17405,6PYN9otuq4YmBiOwPcDlj3,Baby Dick,Dirt Nasty,comedy,21,comedy calm slow emerging
17406,5esfS6eu84WbO7Z4GcLFdY,Astronaut,Tom Papa,comedy,20,comedy happy slow emerging
17407,76V9jo8XYP4McIr0PCML6c,Llama Fisting,Simon King,comedy,20,comedy happy slow emerging
17408,7tI21meuJ1NU549rekoRuX,Bad for the Group,Ryan Stout,comedy,20,comedy happy medium emerging
17409,6ij2idDKbTMC0hUJT7qU5u,Women's Restroom,Iliza Shlesinger,comedy,21,comedy angry medium emerging
17410,2uWyEO8LtDYu7fNGKO07Jd,Brittni and Judah,Lil Rel Howery,comedy,21,comedy angry slow emerging
17411,7j8yMVtXozPUK0xoW11WR4,Pet People,Tom Papa,comedy,20,comedy happy medium emerging
17412,2bo1Hy0M5AMeANIam8TJXX,Cat Death,Tom Papa,comedy,20,comedy angry medium emerging
17413,6DPl2JQGyXlACUgi90WHfV,Born a Jew,Marc Maron,comedy,20,comedy happy slow emerging
17414,31tdRMv6CUOPHJdl9wsdwF,When Thatcher Met Brown,Dara O Briain;Frankie Boyle;Hugh Dennis;Russell Howard;Ed Byrne,comedy,22,comedy happy medium emerging
17415,3tshTnnudBH7kGW3QMhFuI,Eat Your Yokes,"Joey ""CoCo"" Diaz",comedy,21,comedy happy slow emerging
17416,2zbi5o7wToead6pROQrqLU,Relationships,Todd Glass,comedy,21,comedy happy medium emerging
17417,0bgrcJZw4Ht5uI20zbQhkF,Public Service Announcements,Felicia Michaels,comedy,22,comedy happy medium emerging
17418,0KTja597ZMQUsQuUljoCX4,Meme Machine,Pink Guy,comedy,40,comedy sad slow upcoming
17419,5Xz5Xdf218zpu61cZOwk6l,Pitbull / Pepsi,The Sklar Brothers,comedy,20,comedy happy slow emerging
17420,2K5mjkGyRISiYmZQPx7NoV,Africa,Arnez J,comedy,21,comedy happy medium emerging
17421,49fecVFD7InKQVPDTAHGxK,Please Stop Calling Me Gay,Pink Guy,comedy,39,comedy sad slow upcoming
17422,6nmBtE55qfdReD4tq5rJxG,Group Sex,Chris Robinson,comedy,21,comedy calm slow emerging
17423,4TFYvTpA7QLnCcMlugJj6W,Ladies and Germs,Wyatt Cenac,comedy,20,comedy happy slow emerging
17424,2kHorvmyeydZBaWZEX8ZKt,Undone by a Semicolon,Gary Gulman,comedy,21,comedy angry slow emerging
17425,7JAgqDDJQfTS047uzAO0zH,Wireless Network,Al Madrigal,comedy,20,comedy angry medium emerging
17426,2sLiV6IErgMwq3joqn8mC6,Jogging,Nick Swardson,comedy,21,comedy angry slow emerging
17427,2kPwiMeUaYrE81sVaVCaz6,The Two Things to Hate About Los Angeles,Matt Braunger,comedy,20,comedy happy slow emerging
17428,3BAJ6FfDVenmBz2m1ETZW9,Restaurant Rules,Larry The Cable Guy,comedy,21,comedy angry slow emerging
17429,3LFwiqPX0xHm1cFLIdO4xH,Hymns and Arias - Live at Treorchy,Max Boyce,comedy,21,comedy sad medium emerging
17430,2TEmWrcxSUFUf1nGYOZlCT,The Viper Incident,Christopher Titus,comedy,21,comedy angry medium emerging
17431,6a5zu4yJD2zSy0D77lgiPE,You got yoru shoes on?,Comedian Bob Marley,comedy,20,comedy angry medium emerging
17432,4MjpsYY785OdQyrNOZup4n,Dumb Kennedy's,Ralphie May,comedy,20,comedy happy slow emerging
17433,4YxSYK8P36PdkE6S3RIt7D,"Wait, Wait, Wait",Christopher Titus,comedy,21,comedy angry medium emerging
17434,3KHfTFnMEFoESIqd0AKeUW,Last Husband,Christopher Titus,comedy,21,comedy angry slow emerging
17435,1KqKCZ3IjWZoVxrIv308GI,The 1980's Kidnapping Hoax,Gary Gulman,comedy,20,comedy angry slow emerging
17436,02lerMYG43kTnknsQLgxYK,Rocket Launcher Body Sounds - Live,Jeff Foxworthy,comedy,20,comedy happy medium emerging
17437,4sCvka8sF2BOw6cViFanCW,Since You've Been Gone,"""Weird Al"" Yankovic",comedy,21,comedy calm medium emerging
17438,5FBvGDfcEshfwMMTwR1kgm,The Good Witch Glinda,Richard Pryor;Lena Horne,comedy,21,comedy sad slow emerging
17439,1ubylzLAZjC3t8hU0Lbimz,Nigel's Miracle,Kevin Bloody Wilson,comedy,22,comedy happy fast emerging
17440,3KYogzeDbY8voZ7YAZRzRj,Catholicism,Kathleen Madigan,comedy,21,comedy sad medium emerging
17441,2wjxYAHhmAq0xWDCEYvH8K,Baby Back - Live At The Majestic Theater/2007,Rodney Carrington,comedy,21,comedy happy fast emerging
17442,2w1VJByYiIeY6sTDz4xt7e,Only in America,Dwayne Perkins,comedy,20,comedy happy medium emerging
17443,0yljdi1Eq8E0eheIAR5Eej,Nashville Native,Josh Wagner,comedy,21,comedy happy slow emerging
17444,5ORvT0TyfPLuwErroZwP8x,Nice Mix,Eddie Della Siepe,comedy,20,comedy happy slow emerging
17445,72Ea4bheESN61SzBqwLAAS,Bubba Shops at Wal-Mart,T. Bubba Bechtol,comedy,20,comedy angry medium emerging
17446,6hOozkc5SaHQjXc2dA853j,Doctors,Micky Flanagan,comedy,21,comedy angry medium emerging
17447,4v0Efv3YsPWkzcjmjRogDP,Good Drivers,Dwayne Perkins,comedy,19,comedy angry slow emerging
17448,6qRg9P6r9Ed6GyIfEu1JaZ,Shhh!,Jim Florentine;Don Jamieson,comedy,20,comedy angry medium emerging
17449,5KpxlX2rvU8KbfPRdry8Cx,Fuck Off,Muck Sticky,comedy,21,comedy happy fast emerging
17450,2xU5GpL58CD8rNXzqUvyNf,Race,Darryl Lenox,comedy,20,comedy happy slow emerging
17451,28OXkg6WmSeWnUHEqIZtD3,Escape to Afghanistan,Rhod Gilbert,comedy,21,comedy happy slow emerging
17452,4Orpk1jAgBs0Mo7h43ibJl,Me We She We,Kenn Kington,comedy,21,comedy sad medium emerging
17453,0STvuEX67eua45XDED2dl5,Childhood,Jessi Campbell,comedy,21,comedy angry medium emerging
17454,1pmce0kSvSnISgZsh48eTd,Uber Ambulance (Bonus Track),Eddie Della Siepe,comedy,21,comedy calm medium emerging
17455,5oIA5ABEthClfbrtlyGjUU,First Valentine's Day,Jeff Allen,comedy,21,comedy angry slow emerging
17456,0a8emqovSZq5jselKj6pgB,Radical Islam,Dennis Miller,comedy,20,comedy angry medium emerging
17457,3C3remg1f6Jr09THh1dG7V,We Can't Kill Married People,Aaron Karo,comedy,20,comedy angry slow emerging
17458,0FgfZWzqooBmAZOOUbU06Z,The Breakdown,Rhod Gilbert,comedy,21,comedy angry slow emerging
17459,2etR7MJ2yqrEZSQl997yWi,Can You Character Sketch?,Ryan Sickler,comedy,20,comedy angry slow emerging
17460,4NCdJLed3VyG7C0lu5H9V1,Drinking and Driving,David Spade,comedy,20,comedy angry slow emerging
17461,4MxdCJcX5MdCOcJWZyxLWu,Boonie's Basement Tub,The Jerky Boys,comedy,21,comedy calm slow emerging
17462,5khrUArfIle7vjuSPqEfWQ,Everyone You Know is Going To Die,Moshe Kasher,comedy,20,comedy happy slow emerging
17463,26nSS5wZuAxOGYWf83lJeM,3-Legged Dog,Jeff Allen,comedy,21,comedy angry medium emerging
17464,5VhlWYzadTCVi5HFH99Kl5,Tiger,David Spade,comedy,20,comedy angry slow emerging
17465,3ujWh42s95AIqhM6GXoVjn,And Speaking of Taking a Rape Shower…,David Cross,comedy,21,comedy happy slow emerging
17466,26dmjjlxpOTAcLcT144uiN,What's Your Secret?,Jesse Popp,comedy,20,comedy happy slow emerging
17467,3Cg9XMOBspYgvwlqhQSqdB,Taxa,Hva Snakker Du Om?;Anders Matthesen;Bossy Bo,comedy,22,comedy angry medium emerging
17468,261olfill3dM6Mq17S1kPM,Where's Tig?,Tig Notaro,comedy,21,comedy angry fast emerging
17469,7numTQ1FPfAMZec2fLsbuE,Frank's Leg Braces,The Jerky Boys,comedy,21,comedy calm slow emerging
17470,3EHKgLveCS2sUD6WGZJmaY,Public Privacy,Jon Reep,comedy,19,comedy angry slow emerging
17471,5YgvSFOxDokWxhSYFzOdsF,The Bubble Guy,"Joey ""CoCo"" Diaz",comedy,21,comedy happy slow emerging
17472,0DbbG7pekmZVIMsvYsUxv9,Stupid Stuff,Bruce Bruce,comedy,20,comedy angry slow emerging
17473,6lj42oTGDEXKgRBZeY5PSJ,Opening,Bruce Bruce,comedy,21,comedy angry medium emerging
17474,3WsNC8yBvEQtvSUsRwALNk,Grandma,Jessi Campbell,comedy,21,comedy angry slow emerging
17475,7h1M1ps2wabHYP0Zorahny,One Can Only Dream,David Cross,comedy,21,comedy calm slow emerging
17476,3VwqOoZ8iCQkLij5RhnPE0,Ladies Give a Man a Pep Talk Before Sex,Brad Williams,comedy,21,comedy calm slow emerging
17477,5S7n2N2GmTCx7Arc4GvSAY,Presidential Stuff,Brian Regan,comedy,20,comedy angry medium emerging
17478,1mRhFPwyTuXcpZmyWVy0PN,"But Not Really (Couples Colonic, Pt. 3)",David Cross,comedy,21,comedy sad medium emerging
17479,6BctgCJXlgxYeR0ObhLdtR,Please Stop Communicating,Joe DeRosa,comedy,21,comedy happy medium emerging
17480,7CxuiGipV5xedFwO2CUq3T,Nerds Make the World Go 'Round,Chris Hardwick,comedy,21,comedy angry medium emerging
17481,1DmEMhOTK07lcpH8anTHLH,Dictaphone,Kevin Bloody Wilson,comedy,21,comedy happy medium emerging
17482,6aBmqM3NKXbkNSHSOaLC7W,Bonus: at Budokan,Kyle Kinane,comedy,20,comedy happy slow emerging
17483,2lvH14fphRheWGdmxMq6XP,White House Visit,George Lopez,comedy,20,comedy angry medium emerging
17484,5xo01RlIlMgQMMI19rY8Xb,Destination Wedding / Ghost / Teaming Up With A Prostitute,Jason Allen,comedy,20,comedy calm medium emerging
17485,4wWtnRpttsyMaJBVV9ZsR7,Last Call from Jail,Kathleen Madigan,comedy,21,comedy angry medium emerging
17486,6NFrCfIlqqkMMEHTfaeUEk,"Web MD, Uso Tour",Kathleen Madigan,comedy,21,comedy happy medium emerging
17487,4ysOuRIGNFsItKyg37PCdl,Double Decker Dog,Kevin Bloody Wilson,comedy,21,comedy calm medium emerging
17488,1Q2iqvYBMLsGyDngEy2C8h,Chicano Dudes,George Lopez,comedy,20,comedy angry medium emerging
17489,6OmCdNCWR6HoUfe5uQAhhj,Eskimo Brothers,Jon Lajoie,comedy,27,comedy happy slow upcoming
17490,2eUOoOf6q0e9FIK01SJMjT,Personality (feat. T Pain),Lil Dicky;T-Pain,comedy,47,comedy happy medium upcoming
17491,4haeX703rBH7O5aL1G6iEp,Why Kids,Tom Papa,comedy,19,comedy happy medium emerging
17492,6tnl3kdvVZzR7RIw4K2WD3,Clean out Your Room,Michael Loftus,comedy,20,comedy angry medium emerging
17493,4dEHoYm7PdImCzNNSXcsl0,Day Alone,Micky Flanagan,comedy,20,comedy angry medium emerging
17494,62yfuUzcmmSLvFafxPc2A7,Shave the Big Toe,Iliza Shlesinger,comedy,21,comedy happy slow emerging
17495,2y3fsGt47K6y4lGboeBQCX,Shamwow,Todd Glass,comedy,19,comedy happy slow emerging
17496,5o7Z2bhs3NPla5oC1vVAH4,You Came!,Gary Gulman,comedy,20,comedy angry slow emerging
17497,5EVDHVJTvfCTqYemafJw2K,Tracy Morgan at the Improv,Jay Mohr,comedy,19,comedy calm slow emerging
17498,3HsJKNm2Lkydz57GlnG5kE,Sitting and Thinking,Josh Johnson,comedy,20,comedy angry medium emerging
17499,1tfZvo0DPs8VFNOIrSOUtb,Ketamine,Gary Gulman,comedy,20,comedy calm medium emerging
17500,0K9XJkS7iQS6WkFQM7DhLj,Mom's Pot Plants,Erikka Innes,comedy,20,comedy calm medium emerging
17501,7tyNbkpB4b2oGjbv3gEbaP,Similar Hates,Jay Mohr,comedy,19,comedy angry slow emerging
17502,2acUzlZxKI6sONQ6YPWbks,Put Your Hand Together - Live,Al Madrigal,comedy,20,comedy happy slow emerging
17503,42j3WAbo6u7tqFULLZosg4,Late Night Tv,Todd Glass,comedy,19,comedy angry medium emerging
17504,6oiLdz0vwSl3xvjoJWULcr,Cheaters,Martin Lawrence,comedy,19,comedy sad medium emerging
17505,3XxIN6az1PBFxz0U7Ooorz,A Lesson for the Ladies,Big Jay Oakerson,comedy,20,comedy angry slow emerging
17506,7E3AHqaynID0lsUfspRLEl,3 Questions,Jim Florentine,comedy,20,comedy calm slow emerging
17507,67qo6doHpmWzX44TFvh0Lh,Jesus and Grandmothers,Myq Kaplan,comedy,19,comedy happy slow emerging
17508,0QvLap7SlgfAPrnO85yhzG,Mother,Gary Gulman,comedy,20,comedy angry slow emerging
17509,6I8xeWgugabF4V6fGevdm8,Recession-Busters,Gary Gulman,comedy,19,comedy angry medium emerging
17510,5vLgWh6aOIupZ4sD1rXKJn,Guns,D.L. Hughley,comedy,19,comedy angry medium emerging
17511,5ofwRKReABA9RVI4jAKOK8,Viagra,Martin Lawrence,comedy,19,comedy sad slow emerging
17512,7zAga7m9usOmqYJ0ArrYct,Ludo,Hva Snakker Du Om?;Anders Matthesen;Bossy Bo,comedy,21,comedy calm medium emerging
17513,22kfCsDXv04t3y8Ng2d192,House Hunters International,Jay Mohr,comedy,19,comedy sad slow emerging
17514,3n6IpKT2Sox5XER8CLNZnj,"Therapist, 'I Love You', And Thanksgiving",Dov Davidoff,comedy,19,comedy happy medium emerging
17515,7lS5QC2bMzI2zEOEGJ6AQy,Evolutionary Competition,Shane Mauss,comedy,19,comedy angry slow emerging
17516,6s71csXMFhs8XIyGn8j1ca,Charity Mail for Married Wingmen,Wyatt Cenac,comedy,19,comedy happy slow emerging
17517,080NtZ5NzrMgfaTPsoiJxG,Best Day of My Life,Aunty Donna;Demi Lardner,comedy,21,comedy happy medium emerging
17518,4BB3ZRYYwRlBzNj6WUVrUj,Weird Sex Moves,Louis Katz,comedy,20,comedy happy medium emerging
17519,46BqzuAVnkStVtETf7dclw,Ftp,George Lopez,comedy,20,comedy angry slow emerging
17520,6PsQ0ebGcEttPswicaYLoO,The Reason I Recorded This Album,Steve Hofstetter,comedy,20,comedy calm medium emerging
17521,3FNM2q8Z42grRIAIME2yU1,The Avn Awards,Robert Schimmel,comedy,19,comedy angry medium emerging
17522,45dMFji9Y9i5deCjW3VJ3N,Fist Fight,Christopher Titus,comedy,20,comedy angry fast emerging
17523,6ep8Ai4pXGy7ROznkV3how,How Is This My Fault?,Christian Finnegan,comedy,19,comedy angry fast emerging
17524,7AUVIC7nrkunMvE6kWL76o,I Got a Van,Goldie Lookin Chain,comedy,22,comedy happy medium emerging
17525,6qZHDW6l4Szjjh0r8gyL3O,Earn Your Creams,Big Jay Oakerson,comedy,20,comedy happy slow emerging
17526,5wZHyWxGn37PBQm3XWQXMf,Bus Rides & Roller Coasters,Larry The Cable Guy,comedy,20,comedy angry slow emerging
17527,2Ej2fyWrfy1LCAX5S90Ehc,The Note,Kevin Bloody Wilson;Jenny Talia,comedy,21,comedy happy medium emerging
17528,7qpPZcSLlr1jJKpSeHzwB6,Christian Mingle and My Childhood Notebook,Eugene Mirman,comedy,20,comedy angry slow emerging
17529,5B6DpblYjEi7Mp67XxqO3t,Dickin's Cider,Kevin Bloody Wilson,comedy,21,comedy happy medium emerging
17530,3rIMRRu0jTSoCSH2cX5C9C,The Great Roberto,Kevin Bloody Wilson,comedy,21,comedy calm medium emerging
17531,6UIttgiVOsf36nyb63D9gu,I Think I've Outlived Me Cock!,Kevin Bloody Wilson,comedy,21,comedy happy medium emerging
17532,2xchWzQHyxdE0azwZCjcSO,Jack In the Box,George Lopez,comedy,20,comedy angry medium emerging
17533,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay;Justin Bieber,country,78,country angry slow charttoppers
17534,6AHJTA1BN7ePfChCwqph3z,Country On,Luke Bryan,country,0,country happy fast emerging
17535,5eUtyONoPyfZYGrFHmZzlc,Die A Happy Man,Thomas Rhett,country,1,country sad fast emerging
17536,1e3QZ42GsP8cTy5uQ0G7J3,Something in the Orange,Zach Bryan,country,3,country sad fast emerging
17537,5Vnx0s7H73V3l6qPWvbHIM,Something in the Orange,Zach Bryan,country,4,country sad fast emerging
17538,0aEPP6wdKf2uBYEz72gnAe,Something in the Orange,Zach Bryan,country,4,country sad fast emerging
17539,1Op9SWtCrRGmax5BjNehes,Something in the Orange,Zach Bryan,country,2,country sad fast emerging
17540,3IMghNhZWUZ2S1PjXK7zBd,Something in the Orange,Zach Bryan,country,2,country sad fast emerging
17541,0VFF0uBG8KYutpiF4C8DA0,Something in the Orange,Zach Bryan,country,1,country sad fast emerging
17542,43WFp6WBAvNgc7iaFFEUJp,Country Girl (Shake It For Me),Luke Bryan,country,2,country happy medium emerging
17543,3FOLF9tK1usNKU5EriOv4G,Something in the Orange,Zach Bryan,country,1,country sad fast emerging
17544,1B3WNcUnRMZvJ9YPVYmW7u,Something in the Orange,Zach Bryan,country,0,country sad fast emerging
17545,16LAkUOZbmqdHgicUsHY1S,Slow Down Summer,Thomas Rhett,country,8,country angry fast emerging
17546,0DgoQwJjr6oM5vFIRtFJNu,Something in the Orange,Zach Bryan,country,0,country sad fast emerging
17547,3PoUfHaM3PVrqDXhKUqPW2,Something in the Orange,Zach Bryan,country,0,country sad fast emerging
17548,6rfDtM5aHbsaLGAUxfIgpN,Stay,Florida Georgia Line,country,2,country happy fast emerging
17549,24NRxtqD6oySjRnAZxa4Hf,Oklahoma Smokeshow,Zach Bryan,country,3,country angry medium emerging
17550,4F2xA29Ea6dt4Nw0yiztvT,Something in the Orange,Zach Bryan,country,1,country sad fast emerging
17551,1uv9nDXqHJkybUGfVJws3U,Oklahoma Smokeshow,Zach Bryan,country,5,country angry medium emerging
17552,3opqy7HYeNHQaUwYVS7cLo,Put It On Ice,Thomas Rhett;HARDY,country,0,country happy slow emerging
17553,66ERrn57fmkbOq9zhELGPv,November Air,Zach Bryan,country,2,country sad medium emerging
17554,32nkedxdwf3uW4jS8Jdxca,Something in the Orange,Zach Bryan,country,0,country sad fast emerging
17555,46lUgixgC1Q39P0oWwJZLF,Playing With Fire,Thomas Rhett;Danielle Bradbery,country,3,country angry fast emerging
17556,7nbj09isjVmgNYJ7eKBzyt,Something in the Orange,Zach Bryan,country,0,country sad fast emerging
17557,6RfcUecxEqj4rFo9vhvpCr,Oklahoma Smokeshow,Zach Bryan,country,0,country angry medium emerging
